Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Bakeware items included (product.metafields.shopify.bakeware-items-included),Bakeware pieces included (product.metafields.shopify.bakeware-pieces-included),Cleaning instructions (product.metafields.shopify.cleaning-instructions),Color (product.metafields.shopify.color-pattern),Compatible stove top type (product.metafields.shopify.compatible-stove-top-type),Cookware/Bakeware material (product.metafields.shopify.cookware-bakeware-material),Cookware items included (product.metafields.shopify.cookware-items-included),Dinnerware pieces included (product.metafields.shopify.dinnerware-pieces-included),Drinkware material (product.metafields.shopify.drinkware-material),Drinkware pieces included (product.metafields.shopify.drinkware-pieces-included),Features (product.metafields.shopify.features),Food storage material (product.metafields.shopify.food-storage-material),Hardware material (product.metafields.shopify.hardware-material),Material (product.metafields.shopify.material),Shape (product.metafields.shopify.shape),Tableware material (product.metafields.shopify.tableware-material),Tool/Utensil material (product.metafields.shopify.tool-utensil-material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
3section-hexagon-serving-tray-gw-hg-743,3Section Hexagon Serving Tray GW-HG 743,"<p>Impress your guests with the modern design of this 3-section hexagon serving tray. Its geometric glass bowls, set on a wooden platter, make it perfect for displaying snacks and treats. With its compact size and easy-to-clean hand wash feature, this serving tray is both functional and stylish.</p>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Trays,"",Dryfruit,true,Title,Default Title,,,,,,,,"",0.0,shopify,6,deny,manual,6000.00,6500.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GW-HG_743-1.jpg?v=1742435461,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,3800.00,true,,,active
3section-hexagon-serving-tray-gw-hg-743,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GW-HG_743-2.jpg?v=1742435461,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3section-hexagon-serving-tray-gw-hg-743,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GW-HG_743-3.jpg?v=1742435461,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3section-hexagon-serving-tray-gw-hg-743,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GW-HG_743-4.jpg?v=1742435461,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9pcs-canister-spice-set-billi-gw5766,9Pcs Canister & Spice Set BILLI GW5766,"<p>Introducing the Billi 6-Piece Spice Bottle and 3-Canister Set! Save space and easily organize your kitchen with this set, including a convenient wooden stand. With the ability to store more, this set is perfect for any home cook. Keep your ingredients fresh in the well-sealed glass and beautifully crafted brown wood.</p>",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Organizers > Spice Organizers,"",jar,true,Title,Default Title,,,,,,,,"",0.0,shopify,6,deny,manual,13000.00,15000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GW5766.jpg?v=1742435735,1,"",false,,,,,,,,,,,,,,,,,,,wooden,,,,,,,,,,,,,,,kg,,10000.00,true,,,active
9pcs-canister-spice-set-billi-gw5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/GW5766_febe1a97-a1b3-46fd-a793-8ef6050413a5.jpg?v=1742435751,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wooden-banana-hanger-billi-wa-104,"Wooden Banana Hanger, BILLI WA-104","<p>Maximize the freshness and longevity of your bananas with the Wooden Banana Hanger from BILLI. Suspended to prevent bruising, this bamboo hanger is a natural and eco-friendly option. Measuring 13.5 x 13.5 x 29cm, it's the perfect storage solution for your favorite fruit. Hand wash only.</p>",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils,"",HOLDER,true,Title,Default Title,,,,,,,,"",0.0,shopify,3,deny,manual,3500.00,4000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/WA104-1.jpg?v=1742435910,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2200.00,true,,,active
wooden-banana-hanger-billi-wa-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/WA104-2.jpg?v=1742435910,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wooden-banana-hanger-billi-wa-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/WA104-3.jpg?v=1742435910,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rectangular-serving-plate-brown-billi-aca-rt4,"Rectangular Serving Plate, Brown, BILLI ACA-RT4","<p>Elevate your home's style with our Brown Rectangular Serving Plate, BILLI ACA-RT4. Its simple yet stylish design complements any home decor. With its easy-to-clean surface, this plate is perfect for serving sauces, snacks, and more. Add flair to your table while keeping it organized. Dimensions: 2x30x21 cm.</p>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Platters,"",Tray,true,Title,Default Title,,,,,,,,"",0.0,shopify,6,deny,manual,3500.00,4000.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/ACA-RT4-1.jpg?v=1742436030,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,2500.00,true,,,active
rectangular-serving-plate-brown-billi-aca-rt4,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/ACA-RT4-2.jpg?v=1742436030,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rectangular-serving-plate-brown-billi-aca-rt4,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/ACA-RT4-3.jpg?v=1742436030,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rectangular-serving-plate-brown-billi-aca-rt4,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/ACA-RT4-4.jpg?v=1742436030,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82101-silicon-spatula,82101 – Silicon Spatula,"<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-internal-quantity"">
<th class=""woocommerce-product-attributes-item__label"">Package Internal Quantity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>24</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Product Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>0,7×4,8×24,8 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_packing-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Packing Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>0,7×4,8×24,8 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-dimension-w-l-h"">
<th class=""woocommerce-product-attributes-item__label"">Package Dimension (W / L / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>25,9×23,9×25,6 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-weight"">
<th class=""woocommerce-product-attributes-item__label"">Product Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>44 gr</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-weight"">
<th class=""woocommerce-product-attributes-item__label"">Package Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>1,3 kg</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_barcode-no"">
<th class=""woocommerce-product-attributes-item__label"">BARCODE NO</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>8694816821014</p>
</td>
</tr>
</tbody>
</table>",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Spatulas,"",Spatula,true,Title,Default Title,,,,,,,,"",0.0,shopify,12,deny,manual,450.00,600.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/82101_silikon-spatula-01.jpg?v=1742348528,1,"",false,,,,,,,,,,,,,,,,,,,pink; red,,,,,,,,,,,,,,,kg,,300.00,true,,,active
82101-silicon-spatula,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/82101_spatula-silikon.jpg?v=1742348527,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82101-silicon-spatula,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/82101-web-7.jpg?v=1742348528,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81138-decobella-t-shirt-organizer,81138 – DecoBella T-Shirt Organizer,"<ul>
<li>It allows the organization of clothes such as T-Shirts, trousers, shirts, scarves, shawls and blouses.</li>
<li>It helps in orderly placing of clothes in the closet, drawer and suitcase during travel and to keep them wrinkle-free for a long time.</li>
<li>Due to the fact that the layers are independent, you can easily get the clothes you will use from among the others without wrinkling them and without disturbing the closet layout.</li>
<li>Thanks to its practicality, your cabinet or drawer always stays organized.</li>
<li>Made of durable plastic material.</li>
<li>100% POLYPROPYLENE<br><br>
</li>
</ul>",ORCHEEE,Home & Garden > Household Supplies > Storage & Organization > Clothing & Closet Storage,"",Organizer,true,Title,Default Title,,,,,,,,"",0.0,shopify,12,deny,manual,350.00,400.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81138_t-shirt-duzenleyici.jpg?v=1742439343,1,"",false,,,,,,,,,,,,,,,,,,,white,,,,,,,,,,,,,,,kg,,200.00,true,,,active
81138-decobella-t-shirt-organizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81138_t-shirt-duzenleyici-02.jpg?v=1742348528,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81138-decobella-t-shirt-organizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81138_t-shirt-duzenleyici-01.jpg?v=1742348528,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81138-decobella-t-shirt-organizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81138_t-shirt-duzenleyici-07.jpg?v=1742348528,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81138-decobella-t-shirt-organizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81138_t-shirt-duzenleyici-05.jpg?v=1742348528,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81138-decobella-t-shirt-organizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81138_t-shirt-duzenleyici-06.jpg?v=1742348528,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81138-decobella-t-shirt-organizer,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81138_t-shirt-duzenleyici-03.jpg?v=1742348528,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81137-two-chamber-cutting-board,81137 – Two-Chamber Cutting Board,"<ul>
<li>It protects counter and/or table top surfaces in your kitchens and provides ease of use.</li>
<li>While doing the cutting process in a much more practical way, you can easily pour the material you prepared on the cutting board into the collection or strainer chamber.</li>
<li>Both surfaces of the breakout board can be used.</li>
<li>You can simply remove the breakout board from the hopper and use both compartments of the hopper.</li>
<li>Easy to clean.</li>
<li>You can wash it in the dishwasher at a maximum of 70 degrees.</li>
<li>100% POLYPROPYLENE<br>
<div class=""elementor-element elementor-element-568df26 elementor-widget elementor-widget-woocommerce-product-title elementor-page-title elementor-widget-heading"" data-id=""568df26"" data-element_type=""widget"" data-widget_type=""woocommerce-product-title.default"">
<div class=""elementor-widget-container"">
<h1 class=""product_title entry-title elementor-heading-title elementor-size-default"">81137 – Two-Chamber Cutting Board</h1>
</div>
</div>
<div class=""elementor-element elementor-element-b185e30 elementor-widget elementor-widget-spacer"" data-id=""b185e30"" data-element_type=""widget"" data-widget_type=""spacer.default"">
<div class=""elementor-widget-container"">
<div class=""elementor-spacer"">
<div class=""elementor-spacer-inner""><br></div>
</div>
</div>
</div>
<div class=""elementor-element elementor-element-341ea5a wc-product-info-yes wc-product-info-top-border-no wc-product-info-bottom-border-no elementor-widget elementor-widget-the7-woocommerce-product-additional-information"" data-id=""341ea5a"" data-element_type=""widget"" data-widget_type=""the7-woocommerce-product-additional-information.default"">
<div class=""elementor-widget-container"">
<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-internal-quantity"">
<th class=""woocommerce-product-attributes-item__label"">Package Internal Quantity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>12</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Product Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>26,3×42,5×5,7 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_packing-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Packing Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>26,3×42,5×5,8 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-dimension-w-l-h"">
<th class=""woocommerce-product-attributes-item__label"">Package Dimension (W / L / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>43,5x55x35,5 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-weight"">
<th class=""woocommerce-product-attributes-item__label"">Product Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>470 gr</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-weight"">
<th class=""woocommerce-product-attributes-item__label"">Package Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>6,3 kg</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_barcode-no"">
<th class=""woocommerce-product-attributes-item__label"">BARCODE NO</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>8694816811374</p>
</td>
</tr>
</tbody>
</table>
</div>
</div>
<br>
</li>
</ul>",ORCHEEE,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Cutting Boards,"",Cutting Board,true,Title,Default Title,,,,,,,,"",0.0,shopify,12,deny,manual,1000.00,1350.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81137_cift-hazneli-kesme-panosu-02.jpg?v=1742348528,1,"",false,,,,,,,,,,,,,,,,,,,gray; blue; pink; beige,,,,,,,,,,,,,polypropylene-pp,,kg,,650.00,true,,,active
81137-two-chamber-cutting-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81137_cift-hazneli-kesme-panosu-06.jpg?v=1742348528,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81137-two-chamber-cutting-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81137_cift-hazneli-kesme-panosu-05.jpg?v=1742348528,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81137-two-chamber-cutting-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81137_cift-hazneli-kesme-panosu-01.jpg?v=1742348527,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81137-two-chamber-cutting-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81137-web-9.jpg?v=1742348528,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81137-two-chamber-cutting-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81137_cift-hazneli-kesme-panosu-07.jpg?v=1742348528,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81137-two-chamber-cutting-board,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81137_cift-hazneli-kesme-panosu.jpg?v=1742348528,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81135-3-cell-snack-serving-plate,81135 – 3-Cell Snack Serving Plate,"<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-internal-quantity"">
<th class=""woocommerce-product-attributes-item__label"">Package Internal Quantity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>24</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Product Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>19,3×20,7×6 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_packing-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Packing Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>19,3×20,7×6 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-dimension-w-l-h"">
<th class=""woocommerce-product-attributes-item__label"">Package Dimension (W / L / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>20,5×52,5×31,5 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-weight"">
<th class=""woocommerce-product-attributes-item__label"">Product Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>107 gr</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-weight"">
<th class=""woocommerce-product-attributes-item__label"">Package Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>2,94 kg</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_barcode-no"">
<th class=""woocommerce-product-attributes-item__label"">BARCODE NO</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>8694816811350</p>
</td>
</tr>
</tbody>
</table>",ORCHEEE,Home & Garden > Kitchen & Dining > Tableware > Serveware > Serving Platters,"",Dryfruit,true,Title,Default Title,,,,,,,,"",0.0,shopify,12,deny,manual,450.00,500.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81135_3-gozlu-cerezlik.jpg?v=1742348528,1,"",false,,,,,,,,,,,,,,,,,,,beige; purple; white; blue; black,,,,,,,,,,,round,,,,kg,,250.00,true,,,active
81135-3-cell-snack-serving-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81135_3-gozlu-cerezlik-04.jpg?v=1742348528,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81135-3-cell-snack-serving-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81135_3-gozlu-cerezlik-02.jpg?v=1742348528,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81135-3-cell-snack-serving-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81135_3-gozlu-cerezlik-01.jpg?v=1742348528,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81135-3-cell-snack-serving-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81135_3-gozlu-cerezlik-03.jpg?v=1742348528,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81135-3-cell-snack-serving-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81135_3-gozlu-cerezlik-07.jpg?v=1742348527,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81135-3-cell-snack-serving-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81135_3-gozlu-cerezlik-06.jpg?v=1742348527,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81135-3-cell-snack-serving-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81135_3-gozlu-cerezlik-13.jpg?v=1742348528,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81135-3-cell-snack-serving-plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81135_3-gozlu-cerezlik-10.jpg?v=1742348528,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81132-breakfast-set,81132 – Breakfast Set,"<ul>
<li>Thanks to its special design, it is practical and useful.</li>
<li>It saves space in the refrigerator and collects all breakfast items together.</li>
<li>Each breakfast plate has small lids that prevent spills and odors.</li>
<li>Breakfast plates can be stacked on top of each other.</li>
<li>Thanks to the flat design of the large cover, light items can be placed on it.</li>
<li>With the slots on the front of the lower chamber where small dishes will be placed, the plates are ensured to stand properly.</li>
<li>The lower chamber can also be used as a tray with its stylish and comfortable gripping edges.</li>
<li>Does not contain any harmful substance.</li>
<li>It is produced from materials suitable for contact with food with the permission of the Ministry of Agriculture.</li>
<li>It is hygienic and can be washed in the dishwasher.</li>
<li>It is produced from ABS - GPPS (Polystyrene) - PP Raw Materials.</li>
</ul>
<p><span>SET CONTENTS</span></p>
<ul>
<li>1 Piece Bottom Hopper (Tray)</li>
<li>1 Piece Top Cover</li>
<li>6 Plates</li>
<li>6 Small Covers<br>
<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-internal-quantity"">
<th class=""woocommerce-product-attributes-item__label"">Package Internal Quantity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>6</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Product Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>29x41x6 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_packing-dimension-d-w-h"">
<th class=""woocommerce-product-attributes-item__label"">Packing Dimension (D / W / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>29,1x41x6 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-dimension-w-l-h"">
<th class=""woocommerce-product-attributes-item__label"">Package Dimension (W / L / H)</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>41x43x32 cm</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_product-weight"">
<th class=""woocommerce-product-attributes-item__label"">Product Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>1430 gr</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_package-weight"">
<th class=""woocommerce-product-attributes-item__label"">Package Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>9,3 kg</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_barcode-no"">
<th class=""woocommerce-product-attributes-item__label"">BARCODE NO</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>8694816811329</p>
</td>
</tr>
</tbody>
</table>
<br>
</li>
</ul>",ORCHEEE,Home & Garden > Kitchen & Dining > Food Storage,"",Dryfruit,true,Title,Default Title,,,,,,,,"",0.0,shopify,12,deny,manual,3000.00,3600.00,true,true,"",https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81132_seti-kahvaltilik-03.jpg?v=1742348528,1,"",false,,,,,,,,,,,,,,,,,,,white; red; clear,,,,,,,,,,,,,,,kg,,1800.00,true,,,active
81132-breakfast-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81132_seti-kahvaltilik-06.jpg?v=1742348528,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81132-breakfast-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81132_seti-kahvaltilik-05.jpg?v=1742348528,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81132-breakfast-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81132_seti-kahvaltilik.jpg?v=1742348528,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81132-breakfast-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0729/5913/1870/files/81132_seti-kahvaltilik-04.jpg?v=1742348528,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
